bs,lon,lat
239,111.056451,13.1566900
240,111.058267,13.1540450
241,111.056582,13.1502189
242,111.043215,13.1614608
243,111.046586,13.1618448
244,111.060649,13.1554244
245,111.041198,13.1611753
246,111.060072,13.1520329
247,111.042354,13.1576148
248,111.060707,13.1499899
249,111.042150,13.1573338
250,111.045254,13.1571758
251,111.070597,13.1489067
252,111.067520,13.1455227
253,111.068220,13.1483877
254,111.066002,13.1490977
255,111.062814,13.1468837
256,111.066149,13.1463217
257,111.073667,13.1405481
258,111.066028,13.1455017
259,111.065344,13.1494647
260,111.059294,13.1482779
261,111.066009,13.1505497
262,111.070097,13.1413965
263,111.064561,13.1494117
264,111.065646,13.1561248
265,111.070931,13.1443177
266,111.101839,13.1614044
267,111.106892,13.1630114
268,111.097166,13.1688083
269,111.092919,13.1596825
270,111.079957,13.1828882
271,111.071926,13.1873252
272,110.953577,13.1000156
273,111.104810,13.1407261
274,111.107964,13.1378831
275,111.104384,13.1310297
276,111.107744,13.1265237
277,111.102922,13.1458820
278,111.113095,13.1292406
279,111.107287,13.1323877
280,111.103259,13.1424931
281,111.111957,13.1345420
282,111.113768,13.1376640
283,111.100854,13.1337582
284,111.101402,13.1335041
285,111.108687,13.1395861
286,111.110790,13.1332927
287,111.106692,13.1329717
288,111.106543,13.1379211
289,111.114023,13.1390780
290,111.104818,13.1405871
291,111.113561,13.1304116
292,111.100923,13.1461424
293,111.102009,13.1342711
294,111.102407,13.1309337
295,111.105753,13.0657670
296,111.082800,13.0597274
297,111.107254,13.0571598
298,111.112714,13.0681149
299,111.092687,13.0386575
300,111.131963,13.0695204
301,111.141339,13.0686574
302,111.082554,13.0599774
303,111.128922,13.0810634
304,111.128871,13.0499121
305,111.111288,13.0580926
306,111.079251,13.0349725
307,111.101260,13.0576198
308,111.126442,13.0776854
309,111.096289,13.0569139
310,111.125816,13.0479111
311,111.095216,13.0353685
312,111.088927,13.0491484
313,111.097394,13.0532129
314,111.086685,13.0573734
315,111.135498,13.0729974
316,111.112857,13.0696699
317,111.109553,13.0481388
318,111.117118,13.0252968
319,111.107334,13.0528704
320,111.121114,13.0221647
321,111.103863,13.0385793
322,111.116227,13.0531776
323,111.130683,13.0466548
324,111.108972,13.0578158
325,111.126162,13.0655344
326,111.113747,13.0360278
327,111.128996,13.0621851
328,111.132678,13.0825114
329,111.107197,13.0487098
330,111.086803,13.0574524
331,111.125660,13.0676844
332,111.112852,13.0604576
333,111.090180,13.0456164
334,111.132724,13.0736764
335,111.122144,13.0685164
336,111.110192,13.0364093
337,111.134918,13.0815934
338,111.099503,13.0446089
339,111.083339,13.0534924
340,111.111249,13.0331568
341,111.109065,13.0548838
342,111.095823,13.0452139
343,111.101113,13.0447269
344,111.126667,13.0751650
345,111.140850,13.0766134
346,111.117792,13.0538716
347,111.079203,13.0532819
348,111.109941,13.0657480
349,111.078095,13.0564139
350,111.102473,13.0653470
351,111.128769,13.0743914
352,111.094789,13.0512699
353,111.117259,13.0656869
354,111.097475,13.0576489
355,111.112572,13.0528296
356,111.247066,13.1929672
357,111.233652,13.2005034
358,111.231491,13.1999094
359,111.248465,13.1931742
360,111.245202,13.1963211
361,111.219570,13.1985172
362,111.248595,13.2048432
363,111.223662,13.1970673
364,111.229081,13.2031303
365,111.211799,13.2062713
366,111.239872,13.2025594
367,111.244234,13.1943361
368,111.205683,13.2082041
369,111.244200,13.2069842
370,111.039785,13.1517683
371,111.032390,13.1546493
372,111.030235,13.1546036
373,111.043163,13.1488767
374,111.035587,13.1542453
375,111.030284,13.1496595
376,111.032071,13.1538863
377,111.028036,13.1515835
378,111.028818,13.1523055
379,111.043694,13.1503047
380,111.040437,13.1512133
381,111.027810,13.1565806
382,111.036992,13.1457133
383,111.027475,13.1555166
384,111.039915,13.1520553
385,111.042892,13.1510687
386,111.037786,13.1554343
387,111.027580,13.1555266
388,111.038761,13.1532643
389,111.027680,13.1574156
390,111.044992,13.1490367
391,111.032598,13.1538213
392,111.030319,13.1575616
393,111.033745,13.1482023
394,111.039985,13.1518363
395,111.044998,13.1486137
396,111.028238,13.1515415
397,111.085985,13.1333836
398,111.086812,13.1417226
399,111.085162,13.1398866
400,111.090652,13.1265123
401,111.097366,13.1451574
402,111.086438,13.1260213
403,111.090404,13.1333446
404,111.090930,13.1354646
405,111.097751,13.1394642
406,111.096762,13.1380042
407,111.088671,13.1354206
408,111.100520,13.1390312
409,111.088229,13.1352726
410,111.083626,13.1376876
411,111.084348,13.1388656
412,111.088201,13.1365456
413,111.083241,13.1340606
414,111.078707,13.1365541
415,111.085923,13.1283743
416,111.045188,13.1139901
417,111.020234,13.0986325
418,111.012182,13.1134582
419,111.038031,13.1250877
420,111.029550,13.1226389
421,111.050605,13.1049750
422,111.034805,13.1206017
423,111.045031,13.1100310
424,111.029950,13.1252310
425,111.021084,13.1050692
426,111.032943,13.1163821
427,111.031267,13.1278167
428,111.040728,13.1058586
429,111.039199,13.1212007
430,111.033996,13.1094416
431,111.008305,13.1162815
432,111.045965,13.1032194
433,111.068629,13.1034454
434,111.036302,13.1085696
435,111.034563,13.1152797
436,111.002070,13.1104773
437,111.019703,13.1004705
438,111.015027,13.1182263
439,111.057726,13.1169453
440,111.028791,13.1158899
441,111.045440,13.1026534
442,111.040999,13.1132536
443,111.009309,13.1165825
444,111.061241,13.1052630
445,111.005782,13.1165725
446,111.053640,13.1053672
447,111.019275,13.1224813
448,111.043322,13.1046400
449,111.042356,13.1077340
450,111.030497,13.1245960
451,111.025799,13.1198289
452,111.051698,13.1054482
453,111.058769,13.1128172
454,111.029704,13.1161419
455,111.004680,13.1045043
456,111.031076,13.1240289
457,111.063591,13.1037030
458,111.012387,13.1175803
459,111.058066,13.1081772
460,111.058453,13.1088292
461,111.045083,13.0447504
462,111.062477,13.0337270
463,111.060121,13.0373032
464,111.054543,13.0490486
465,111.056124,13.0502296
466,111.050019,13.0423070
467,111.055672,13.0475511
468,111.056015,13.0453226
469,111.055524,13.0337312
470,111.050992,13.0477784
471,111.041075,13.0479889
472,111.021232,13.1610490
473,111.023649,13.1625346
474,111.013598,13.1581130
475,111.024657,13.1590496
476,111.001933,13.1591052
477,110.991697,13.1624531
478,111.019432,13.1672022
479,111.082904,13.1451459
480,111.086631,13.1691301
481,111.086168,13.1479459
482,111.080229,13.1674935
483,111.094484,13.1574545
484,111.104860,13.1470554
485,111.081596,13.1532869
486,111.096706,13.1475704
487,111.085217,13.1592019
488,111.099112,13.1509494
489,111.017933,13.2113579
490,110.993239,13.2049630
491,111.016449,13.2107889
492,111.017875,13.2098039
493,110.991441,13.1973239
494,110.992828,13.2130620
495,110.983429,13.1913823
496,110.983068,13.1875713
497,110.990543,13.1970901
498,110.981563,13.1899633
499,111.004034,13.2018869
500,110.988568,13.2164027
501,110.977671,13.1987084
502,110.980182,13.1895801
503,110.978657,13.2117155
504,110.978674,13.2109245
505,110.986915,13.2167767
506,111.053625,13.1650121
507,111.041086,13.1788632
508,111.049344,13.1760836
509,111.054709,13.1662901
510,111.047315,13.1794046
511,111.046129,13.1676279
512,111.046755,13.1778406
513,111.055561,13.1652061
514,111.048534,13.1687659
515,111.046227,13.1810086
516,111.044385,13.1665929
517,111.046496,13.1823106
518,111.039296,13.1816792
519,111.033316,13.1747802
520,111.150584,13.1765936
521,111.179047,13.1694615
522,111.181893,13.1718859
523,111.178437,13.1782173
524,111.148948,13.1747026
525,111.049285,13.1317372
526,111.041842,13.1279712
527,111.046937,13.1298642
528,111.051212,13.1273982
529,111.055158,13.1329434
530,111.047705,13.1261612
531,111.049925,13.1269522
532,111.044388,13.1280352
533,111.037927,13.1278557
534,111.050338,13.1321392
535,111.057006,13.1349727
536,111.045432,13.1303892
537,111.047895,13.1443687
538,111.045056,13.1411785
539,111.049045,13.1422255
540,111.046852,13.1420275
541,111.030849,13.1448085
542,111.052150,13.1397497
543,111.035362,13.1399941
544,111.037321,13.1390771
545,111.036578,13.1439941
546,111.049825,13.1432245
547,111.029505,13.1427633
548,111.045167,13.1374025
549,111.023385,13.1333926
550,111.059090,13.1453469
551,111.049765,13.1423995
552,111.048452,13.1412405
553,111.058178,13.1448159
554,111.046573,13.1416275
555,111.048394,13.1437185
556,111.025832,13.1343923
557,111.030772,13.1416793
558,111.049257,13.1442607
559,111.048584,13.1422745
560,111.022351,13.1390253
561,111.029543,13.1468165
562,111.041902,13.1422305
563,111.045547,13.1464057
564,111.031116,13.1394123
565,111.029485,13.1432613
566,111.082803,13.0916479
567,111.098617,13.1008560
568,111.118704,13.0846262
569,111.085859,13.0977904
570,111.103300,13.0742540
571,111.116023,13.0913212
572,111.111764,13.0795569
573,111.091464,13.0810022
574,111.109836,13.0789330
575,111.098746,13.0734122
576,111.109434,13.0852923
577,111.078154,13.0910614
578,111.106196,13.0849133
579,111.118880,13.0877242
580,111.100313,13.1021270
581,111.101697,13.0701340
582,111.106996,13.0854203
583,111.105457,13.0856083
584,111.114000,13.0853182
585,111.103417,13.0658680
586,111.105796,13.0820530
587,111.114903,13.0807719
588,111.085322,13.0695836
589,111.113274,13.0835942
590,111.113905,13.0837372
591,111.096981,13.1077966
592,111.114662,13.0818489
593,111.105064,13.0786960
594,111.094833,13.0635601
595,111.118885,13.0796119
596,111.120571,13.0869032
597,111.070074,13.1378655
598,111.073175,13.1302197
599,111.068275,13.1333842
600,111.070357,13.1259422
601,111.074704,13.1300757
602,111.071781,13.1314657
603,111.070635,13.1327226
604,111.073881,13.1305907
605,111.065134,13.1387345
606,111.073792,13.1315057
607,111.064721,13.1371675
608,111.070101,13.1255462
609,111.072192,13.1348391
610,111.072468,13.1269707
611,111.064661,13.1375035
612,111.064839,13.1356455
613,111.072638,13.1260637
614,111.070606,13.1371155
615,111.071004,13.1386115
616,111.072763,13.1300167
617,111.075112,13.1324257
618,111.037662,13.0867324
619,111.057024,13.0564656
620,111.058937,13.0896550
621,111.062872,13.0606264
622,111.063116,13.0573344
623,111.043553,13.0816130
624,111.065474,13.0842798
625,111.042923,13.0649605
626,111.049383,13.0548324
627,111.043847,13.0961984
628,111.079495,13.0678551
629,111.052671,13.0911770
630,111.072380,13.0620609
631,111.036791,13.0705621
632,111.068032,13.0603044
633,111.041058,13.0965169
634,111.064117,13.0636176
635,111.059426,13.0560556
636,111.036375,13.0944569
637,111.055067,13.0530056
638,111.067620,13.0612214
639,111.062268,13.0589294
640,111.049667,13.0531494
641,111.061162,13.0554906
642,111.065856,13.0544824
643,111.052591,13.0525376
644,111.081870,13.0636296
645,111.048504,13.0580794
646,111.043118,13.0955674
647,111.059153,13.0554106
648,111.076874,13.0671321
649,111.050699,13.0846633
650,111.042007,13.0500634
651,111.049570,13.0607019
652,111.042295,13.0729415
653,111.049040,13.0655525
654,111.049444,13.0656585
655,111.064476,13.0573114
656,111.062845,13.0639606
657,111.041021,13.0559849
658,111.041074,13.0559809
659,111.047755,13.0569554
660,111.056561,13.0651533
661,111.040167,13.0508709
662,111.071224,13.0645591
663,111.071593,13.0689401
664,111.070728,13.0672066
665,111.062845,13.0635936
666,111.067158,13.1935404
667,111.062517,13.1949364
668,111.063106,13.1947144
669,111.063362,13.1976434
670,111.062655,13.2039155
671,111.066616,13.1932456
672,111.059471,13.2009196
673,111.065601,13.1917036
674,111.061386,13.1940304
675,111.059142,13.2006316
676,111.065883,13.1940744
677,111.066598,13.1939074
678,111.063639,13.2045905
679,111.060576,13.1887088
680,111.064913,13.1986254
681,111.060464,13.2005096
682,111.061331,13.2001924
683,111.065435,13.1915286
684,111.058606,13.1938206
685,111.058068,13.1943266
686,111.061055,13.1945086
687,111.063862,13.2017384
688,111.059212,13.1994716
689,111.071619,13.0412730
690,111.057598,13.0526066
691,111.064328,13.0472114
692,111.062915,13.0479554
693,111.063011,13.0491324
694,111.070361,13.0494644
695,111.063353,13.0480934
696,111.066467,13.0509044
697,111.065808,13.0497814
698,111.065520,13.0334966
699,111.060850,13.0466116
700,111.063813,13.0468844
701,111.065642,13.0506914
702,111.184336,13.0413486
703,111.193413,13.0474566
704,111.193249,13.0458356
705,111.186024,13.0455690
706,111.190370,13.0295012
707,111.190650,13.0298472
708,111.182539,13.0319612
709,111.182690,13.0322042
710,111.188202,13.0366606
711,111.190023,13.0430396
712,111.178627,13.0266743
713,111.198873,13.0438376
714,111.189562,13.0235932
715,111.178767,13.0384566
716,111.192485,13.0472036
717,111.188404,13.0196236
718,111.198093,13.0201713
719,111.212846,13.0547805
720,111.195340,13.0374332
721,111.188193,13.0419166
722,111.192216,13.0462846
723,111.181483,13.0299802
724,111.192208,13.0358232
725,111.174036,13.0412606
726,111.174147,13.0265173
727,111.186463,13.0454780
728,111.178888,13.0260203
729,111.198134,13.0408462
730,111.191867,13.0201953
731,111.181797,13.0402786
732,111.196491,13.0176493
733,111.187541,13.0405956
734,111.181512,13.0362336
735,111.200639,13.0429592
736,111.197735,13.0325748
737,111.192019,13.0348252
738,111.199489,13.0490226
739,111.181541,13.0382836
740,111.194743,13.0355722
741,111.185675,13.0382576
742,111.173842,13.0435556
743,111.190282,13.0400586
744,111.178130,13.0322083
745,111.177941,13.0300043
746,111.193646,13.0374512
747,111.185728,13.0454070
748,111.188809,13.0230666
749,111.180281,13.0414731
750,111.207667,13.0417143
751,111.191951,13.0310278
752,111.173875,13.0295643
753,111.194624,13.0354322
754,111.196414,13.0356842
755,111.185916,13.0450460
756,111.205013,13.0543598
757,111.194758,13.0443776
758,111.179989,13.0395516
759,111.197221,13.0205037
760,111.188089,13.0377936
761,111.054868,13.1872428
762,111.071730,13.1892387
763,111.058120,13.1787848
764,111.061446,13.1790346
765,111.059068,13.1840988
766,111.057712,13.1794708
767,111.055305,13.1875206
768,111.051685,13.1746738
769,111.067280,13.1849306
770,111.067169,13.1901396
771,111.063860,13.1746876
772,111.050726,13.1751386
773,111.050991,13.1751646
774,111.088310,13.1196752
775,111.094585,13.1112026
776,111.082913,13.1170052
777,111.084879,13.1204202
778,111.086075,13.1219482
779,111.082112,13.1108711
780,111.095373,13.1244918
781,111.085223,13.1192572
782,111.088015,13.1222732
783,111.086472,13.1223692
784,111.087169,13.1195552
785,111.086895,13.1200252
786,111.081689,13.1244923
787,111.089900,13.1045131
788,111.075543,13.0966399
789,111.086431,13.1184352
790,111.072485,13.0987329
791,111.062592,13.1161241
792,111.064010,13.1182491
793,111.064806,13.1210301
794,111.070647,13.2165289
795,111.083390,13.2391808
796,111.088146,13.2544811
797,111.098606,13.2165788
798,111.110220,13.2290253
799,111.105486,13.2509674
800,111.085866,13.2140022
801,111.069973,13.2455345
802,111.069139,13.2455955
803,111.099576,13.2274593
804,111.099503,13.2285093
805,111.082057,13.2340628
806,111.027312,13.2484805
807,111.089390,13.2366948
808,111.070101,13.2420015
809,111.087696,13.2264847
810,111.107906,13.2199074
811,111.100153,13.2298299
812,111.052102,13.2301636
813,111.052330,13.2301266
814,111.098305,13.2175428
815,111.072619,13.2387196
816,111.072198,13.2385062
817,111.086957,13.2471088
818,111.085101,13.2200282
819,111.059805,13.2451117
820,111.045764,13.2526225
821,111.036146,13.2434342
822,111.102470,13.2281843
823,111.069120,13.2480545
824,111.077290,13.1516823
825,111.074521,13.1423481
826,111.080116,13.1412921
827,111.076393,13.1461918
828,111.075041,13.1420361
829,111.080238,13.1402431
830,111.079443,13.1391471
831,111.075858,13.1407341
832,111.074942,13.1406761
833,111.075240,13.1494183
834,111.079606,13.1470843
835,111.076395,13.1408091
836,111.071423,13.1451873
837,110.995100,13.2755218
838,110.964155,13.2563392
839,110.954758,13.2485679
840,110.999474,13.2930070
841,110.953789,13.2695394
842,110.969230,13.2780025
843,110.959336,13.2348819
844,110.960875,13.2691204
845,110.952029,13.2957504
846,110.958257,13.2575082
847,110.985333,13.2879462
848,110.952973,13.2461664
849,111.050464,13.0936738
850,111.050961,13.0652975
851,110.988148,13.2009381
852,111.090580,13.0792976
853,111.064578,13.1156116
854,111.008428,13.1161615
855,111.010476,13.1166055
856,111.055116,13.1359087
857,111.052064,13.1287944
858,111.040473,13.1093046
859,111.018574,13.0983525
860,111.042069,13.1412515
861,111.038681,13.1408981
862,111.034509,13.1986210
863,111.046683,13.1914746
864,111.044139,13.1995424
865,111.050650,13.1933926
866,111.055277,13.1939136
867,111.054566,13.1982606
868,111.038432,13.1940152
869,111.045009,13.1900096
870,111.048589,13.1943684
871,111.057511,13.1968576
872,111.116910,13.1808432
873,111.041671,13.1835076
874,111.027326,13.2043844
875,111.032107,13.1836132
876,111.026192,13.2019773
877,111.032615,13.1813062
878,111.018683,13.1700052
879,111.012861,13.1850639
880,111.031662,13.1763682
881,111.031307,13.1765862
882,111.016838,13.1778329
883,111.017023,13.1952118
884,111.091910,13.2024002
885,111.070568,13.1974984
886,111.244801,13.1890822
887,111.239042,13.1752735
888,111.240745,13.1610884
889,111.231913,13.1794175
890,111.243700,13.1862392
891,111.241132,13.1677085
892,111.246808,13.1742892
893,111.239220,13.1736168
894,111.236834,13.1574076
895,111.241262,13.1707915
896,111.241226,13.1723045
897,111.239187,13.1767205
898,111.245684,13.1691835
899,111.247952,13.1785332
900,111.238149,13.1890726
901,111.231639,13.1915916
902,111.234047,13.1607286
903,111.240373,13.1738185
904,111.229945,13.1760085
905,111.240710,13.1887532
906,111.227815,13.1619386
907,111.248863,13.2100922
908,111.230938,13.2050924
909,111.214753,13.2213317
910,111.240371,13.2068885
911,110.996984,13.1427548
912,111.014798,13.1442150
913,110.996735,13.1427008
914,111.007341,13.1438165
915,110.978786,13.1503546
916,110.974279,13.1570307
917,110.998464,13.1348928
918,110.993241,13.1383198
919,111.011790,13.1487460
920,110.989198,13.1349521
921,110.980412,13.1460226
922,111.005538,13.1373039
923,111.017083,13.1436477
924,110.971705,13.1485962
925,110.975764,13.1492256
926,111.004520,13.1404039
927,111.139336,13.1963605
928,111.125467,13.2052327
929,111.127382,13.1996826
930,111.133065,13.1948655
931,111.119397,13.2326442
932,111.137934,13.1853546
933,111.124351,13.2274506
934,111.118892,13.2245362
935,111.135959,13.1896006
936,111.115399,13.2300122
937,111.114034,13.2271752
938,111.113180,13.2315932
939,111.124388,13.2027136
940,111.108950,13.1496944
941,111.140751,13.1627097
942,111.127162,13.1566528
943,111.107265,13.1491714
944,111.102972,13.1527224
945,111.136232,13.1631517
946,111.115539,13.1496922
947,111.136865,13.1640419
948,111.131334,13.1561577
949,111.128701,13.1593088
950,111.120275,13.1497892
951,111.140596,13.1611707
952,111.067382,13.1140131
953,111.068508,13.1125180
954,111.073287,13.1134957
955,111.071367,13.1199787
956,111.080014,13.1232227
957,111.078740,13.1181167
958,111.076184,13.1159637
959,111.068804,13.1182921
960,111.078073,13.1151027
961,111.073215,13.1241397
962,111.077380,13.1194677
963,111.205775,13.1934980
964,111.191836,13.0214273
965,111.182400,13.0279752
966,111.183293,13.0278322
967,111.179588,13.0451311
968,111.210287,13.1929462
969,111.205426,13.1867672
970,111.188721,13.1906542
971,111.200218,13.1755919
972,111.214307,13.1956002
973,111.220527,13.1758953
974,111.181458,13.1938770
975,111.183390,13.1917052
976,111.186530,13.1902322
977,111.227336,13.1941973
978,111.226941,13.1846045
979,111.190454,13.1816522
980,111.204843,13.1874642
981,111.189365,13.1935666
982,111.190505,13.1952720
983,111.219935,13.1869193
984,111.188001,13.1851872
985,111.198499,13.1736589
986,111.209778,13.1936960
987,111.212275,13.2019562
988,111.184155,13.1904582
989,111.210083,13.1705224
990,111.200320,13.1900209
991,111.224384,13.1790525
992,111.209673,13.1938890
993,111.186226,13.1932897
994,111.213754,13.1696316
995,111.216045,13.1833373
996,111.218237,13.1785313
997,111.184784,13.1907042
998,111.213308,13.1680306
999,111.195743,13.1860629
1000,111.208405,13.1969920
1001,111.216374,13.1949942
1002,111.206036,13.1742522
1003,111.221306,13.1856455
1004,111.221311,13.1859875
1005,111.180201,13.1907252
1006,111.114001,13.1151745
1007,111.101931,13.1234737
1008,111.099739,13.1214878
1009,111.098572,13.1219838
1010,111.112563,13.1160765
1011,111.110079,13.1167417
1012,111.100735,13.1246958
1013,111.103358,13.1213113
1014,111.100947,13.1197368
1015,111.086778,13.1380646
1016,111.070235,13.1371204
1017,111.083441,13.1333991
1018,111.098447,13.1392412
1019,111.091830,13.1315038
1020,111.084326,13.1336948
1021,111.084448,13.1330043
1022,111.090071,13.1360846
1023,111.079901,13.1314307
1024,111.080016,13.1390716
1025,111.076052,13.1297027
1026,111.077348,13.1273907
1027,111.070982,13.1328994
1028,111.081526,13.1403533
1029,111.070798,13.1382155
1030,111.078360,13.1275807
1031,111.083101,13.1330683
1032,111.083403,13.1367122
1033,111.078230,13.1255714
1034,111.083174,13.1273795
1035,111.077979,13.1352473
1036,111.076033,13.1402675
1037,111.087408,13.1334716
1038,111.077353,13.1402217
1039,111.080504,13.1335117
1040,111.069518,13.1303073
1041,111.070089,13.1322972
1042,111.079916,13.1274501
1043,111.084911,13.1340426
1044,111.078178,13.1339651
1045,111.098044,13.1354057
1046,111.092418,13.1357512
1047,111.090722,13.1231052
1048,111.078129,13.1360181
1049,111.075680,13.1328957
1050,111.083936,13.1259753
1051,111.079453,13.1317837
1052,111.086840,13.1282993
1053,111.077376,13.1409031
1054,111.078303,13.1313167
1055,111.096406,13.1358072
1056,111.072381,13.1371731
1057,111.091277,13.1360656
1058,111.085041,13.1283873
1059,111.074477,13.1261317
1060,111.085379,13.1381370
1061,111.076613,13.1296167
1062,111.081602,13.1315585
1063,111.067778,13.1376182
1064,111.081725,13.1355773
1065,111.071419,13.1333087
1066,111.154773,13.0723209
1067,111.176051,13.0927605
1068,111.162718,13.0576630
1069,111.056977,13.1426377
