bs,lon,lat
2384,111.033289,13.1383291
2385,111.042602,13.1497477
2386,111.032985,13.1433111
2387,111.034485,13.1487803
2388,111.054548,13.1446549
2389,111.041045,13.1428100
2390,111.041577,13.1399785
2391,111.030950,13.1477605
2392,110.992583,13.1976157
2393,111.047662,13.2157289
2394,111.014711,13.1984908
2395,111.016005,13.2296478
2396,111.019085,13.2010528
2397,111.050322,13.1995383
2398,111.000953,13.2081050
2399,111.035253,13.1993730
2400,111.013739,13.2043239
2401,111.050321,13.2118715
2402,111.026251,13.2254821
2403,111.018704,13.1934019
2404,111.027716,13.1876937
2405,111.021459,13.1906964
2406,111.046582,13.2135535
2407,111.051634,13.2032462
2408,111.040743,13.2034150
2409,111.016464,13.1995378
2410,111.010313,13.2133361
2411,111.033247,13.1867286
2412,111.012439,13.2035838
2413,110.994538,13.1932970
2414,111.063920,13.2005464
2415,111.018858,13.2141811
2416,111.022550,13.1886004
2417,111.105424,13.2596138
2418,111.008597,13.2461349
2419,111.043357,13.2741321
2420,111.039319,13.2634745
2421,111.240179,13.1938373
2422,111.229568,13.1974113
2423,111.172301,13.0266162
2424,111.145714,13.0313423
2425,111.067984,13.0116168
2426,111.140320,13.0549211
2427,111.052390,13.0509387
2428,111.131697,13.0636417
2429,111.057828,13.0477116
2430,111.058003,13.0778178
2431,111.060043,13.0595336
2432,111.054251,13.0587741
2433,111.057097,13.0462924
2434,111.054457,13.0476257
2435,111.133536,13.0472442
2436,111.134390,13.0588301
2437,111.051665,13.0475990
2438,111.043990,13.0525123
2439,111.073531,13.1172858
2440,110.987622,13.0371913
2441,110.954790,13.1074093
2442,110.967730,13.0562975
2443,110.954504,13.1015865
2444,110.976913,13.1239060
2445,111.086485,13.1612292
2446,111.097183,13.1492074
2447,111.093108,13.1577674
2448,111.075072,13.1470729
2449,111.072767,13.1569423
2450,111.067915,13.1493255
2451,111.070453,13.1606108
2452,111.064345,13.1491017
2453,111.068434,13.1435195
2454,111.067585,13.1491407
2455,111.081067,13.1532193
2456,111.086884,13.1487899
2457,111.072395,13.1457933
2458,111.067794,13.1463297
2459,111.067114,13.1443950
2460,111.086465,13.1602139
2461,111.081572,13.1548778
2462,111.083401,13.1550019
2463,111.082640,13.1527148
2464,111.036383,13.0729111
2465,111.090720,13.1143390
2466,111.085341,13.1196090
2467,111.114005,13.0828048
2468,111.084669,13.1199052
2469,111.071747,13.1177487
2470,111.090491,13.0964137
2471,111.083401,13.1212662
2472,111.101834,13.0993189
2473,111.081571,13.0954414
2474,111.080582,13.1127145
2475,111.073119,13.1179757
2476,111.078661,13.1197617
2477,111.080426,13.1103320
2478,111.100502,13.1079306
2479,111.084111,13.1176532
2480,111.082503,13.1145774
2481,111.080902,13.1100735
2482,111.110243,13.0804797
2483,111.080890,13.1091465
2484,111.090943,13.0776126
2485,111.085514,13.1228842
2486,111.080283,13.1097652
2487,111.096426,13.1163036
2488,111.094494,13.1113476
2489,111.087740,13.0822786
2490,111.095976,13.1123996
2491,111.000664,13.1607241
2492,111.032184,13.1592313
2493,111.029601,13.1541066
2494,111.013915,13.1795589
2495,111.009917,13.1905872
2496,111.033949,13.1567851
2497,111.007048,13.1535083
2498,111.026434,13.1641875
2499,111.007420,13.1616622
2500,111.002028,13.1532184
2501,111.025668,13.1588116
2502,111.007811,13.1849967
2503,111.000545,13.1521510
2504,111.042705,13.1591408
2505,111.029061,13.1642057
2506,111.012093,13.1537230
2507,111.020895,13.1547443
2508,111.015486,13.1802322
2509,111.015729,13.1526400
2510,111.009070,13.1552612
2511,111.028983,13.1686088
2512,110.998198,13.1868354
2513,111.032855,13.1642095
2514,111.008366,13.1495111
2515,111.008795,13.1780730
2516,110.988759,13.1574124
2517,111.013335,13.1638230
2518,111.055533,13.1717330
2519,111.058371,13.1723968
2520,111.058299,13.1606300
2521,111.055960,13.1546928
2522,111.055192,13.1537530
2523,111.053282,13.1706306
2524,111.045263,13.1781736
2525,111.054175,13.1662570
2526,111.063467,13.1714355
2527,111.058394,13.1531993
2528,111.055324,13.1842848
2529,111.048652,13.1724369
2530,111.048714,13.1793486
2531,111.068412,13.1618498
2532,111.075746,13.1726075
2533,111.029776,13.1553916
2534,111.073676,13.1717979
2535,111.074294,13.1710979
2536,111.055546,13.1585490
2537,111.053119,13.1535649
2538,111.053217,13.1889488
2539,111.046225,13.1653606
2540,111.054324,13.1846088
2541,111.065817,13.1675082
2542,111.050916,13.1695489
2543,111.058510,13.1625090
2544,111.056566,13.1581740
2545,111.055384,13.1662781
2546,111.068067,13.1701519
2547,111.073340,13.1659232
2548,111.043955,13.1764366
2549,111.065520,13.1615802
2550,111.050446,13.1921596
2551,111.060957,13.1712753
2552,111.032614,13.1739761
2553,111.051392,13.1894118
2554,111.062356,13.1675009
2555,111.059444,13.1374167
2556,111.243603,13.1539450
2557,111.219846,13.2966190
2558,111.212162,13.2961810
2559,111.206615,13.2994908
2560,111.206364,13.2995138
2561,111.211815,13.2980100
2562,111.212346,13.3068311
2563,111.214740,13.3011190
2564,111.204854,13.2989978
2565,111.205877,13.2871840
2566,111.210574,13.2839820
2567,111.220620,13.3014190
2568,111.218964,13.2858152
2569,111.205437,13.2837760
2570,111.210027,13.2970203
2571,111.214047,13.2849932
2572,111.224208,13.2932974
2573,111.198526,13.2879617
2574,111.207828,13.2847790
2575,111.201394,13.2913010
2576,111.211966,13.2992180
2577,111.214357,13.3016240
2578,111.208778,13.2982158
2579,111.220324,13.2806666
2580,111.207586,13.2818868
2581,111.076535,13.1293757
2582,111.078041,13.1268587
2583,111.084169,13.1266503
2584,111.083746,13.1272643
2585,111.082083,13.1366666
2586,111.076695,13.1251087
2587,111.084682,13.1264293
2588,110.998364,13.1915046
2589,111.009271,13.1969239
2590,111.004084,13.1831721
2591,111.010312,13.1841251
2592,111.010978,13.1919951
2593,110.993607,13.1835960
2594,110.991022,13.1830153
2595,110.989291,13.1824353
2596,111.002405,13.1749351
2597,111.000903,13.1767220
2598,111.035166,13.0694501
2599,111.001925,13.0561475
2600,110.973641,13.0525361
2601,110.990583,13.0480107
2602,110.972050,13.0543550
2603,110.978103,13.0496461
2604,110.978090,13.0496581
2605,110.984330,13.0413993
2606,111.015084,13.0483034
2607,111.029361,13.0347396
2608,111.015486,13.0499574
2609,111.008169,13.0352441
2610,111.019606,13.0776597
2611,110.976054,13.0536280
2612,111.001488,13.0230561
2613,110.970514,13.0332398
2614,110.987834,13.0407863
2615,110.995650,13.0417670
2616,110.995600,13.0254293
2617,110.989203,13.0379783
2618,111.016289,13.0549334
2619,110.967967,13.0359551
2620,110.963133,13.0315718
2621,111.015775,13.0337176
2622,110.989184,13.0447733
2623,111.156670,13.1838380
2624,111.163637,13.1826672
2625,111.144447,13.1823436
2626,111.154389,13.1827100
2627,111.136982,13.1703909
2628,111.133590,13.1821966
2629,111.166722,13.1939300
2630,111.130693,13.1831697
2631,111.141460,13.1776542
2632,111.166697,13.1937690
2633,111.175092,13.1862342
2634,111.146525,13.1946174
2635,111.112975,13.1749732
2636,111.172884,13.1857102
2637,111.127770,13.1818547
2638,111.127929,13.1817457
2639,111.119211,13.1832482
2640,111.064467,13.1508207
2641,111.070839,13.1645604
2642,111.076936,13.1573403
2643,111.070633,13.1609658
2644,111.074741,13.1665045
2645,111.033977,13.1683085
2646,111.037525,13.1634433
2647,111.028733,13.1721837
2648,111.036161,13.1603813
2649,111.029866,13.1645777
2650,111.026255,13.1606336
2651,111.028028,13.1740834
2652,111.027572,13.1586526
2653,111.024812,13.1603456
2654,111.030043,13.1641307
2655,110.980549,13.1298020
2656,110.978132,13.1215730
2657,110.974795,13.1304566
2658,110.981091,13.1192590
2659,110.951703,13.1055913
2660,110.959735,13.1154074
2661,110.977110,13.1236200
2662,110.957916,13.1073843
2663,110.980557,13.1322380
2664,110.972364,13.1180850
2665,110.959990,13.1052633
2666,110.984448,13.1324717
2667,110.974246,13.1325710
2668,111.130959,13.1404704
2669,111.126253,13.1343025
2670,111.121364,13.1374645
2671,111.125405,13.1337925
2672,111.121961,13.1264871
2673,111.130536,13.1300701
2674,111.124421,13.1394241
2675,111.127599,13.1298341
2676,111.124287,13.1296991
2677,111.128293,13.1311057
2678,111.116122,13.1134824
2679,111.129036,13.1335441
2680,111.118706,13.1249476
2681,111.114592,13.1266956
2682,111.060476,13.1618150
2683,111.058452,13.1520169
2684,111.056003,13.1546480
2685,111.055845,13.1518509
2686,111.043364,13.1617022
2687,111.060378,13.1515809
2688,111.044306,13.1592278
2689,111.050584,13.1594168
2690,111.049749,13.1523687
2691,111.049515,13.1594918
2692,111.044226,13.1585888
2693,111.047207,13.1559778
2694,111.042516,13.1546078
2695,111.048883,13.1536027
2696,111.049376,13.1538057
2697,111.065161,13.1500377
2698,111.070425,13.1453407
2699,111.068523,13.1479887
2700,111.060759,13.1490664
2701,111.066029,13.1464337
2702,111.066050,13.1490137
2703,111.065991,13.1455127
2704,111.067807,13.1474217
2705,111.067170,13.1492527
2706,111.065721,13.1496807
2707,111.070775,13.1422599
2708,111.062153,13.1493547
2709,111.097966,13.1598855
2710,111.106089,13.1596434
2711,111.097487,13.1683547
2712,111.092554,13.1594605
2713,111.100818,13.1669757
2714,111.105773,13.1613964
2715,111.111037,13.1613404
2716,111.097389,13.1567145
2717,111.102633,13.1714216
2718,111.097400,13.1685057
2719,111.096966,13.1682727
2720,111.074221,13.1928252
2721,111.071770,13.1875272
2722,111.101267,13.1411161
2723,111.113381,13.1392510
2724,111.114295,13.1371450
2725,111.108820,13.1423471
2726,111.112048,13.1381290
2727,111.103217,13.1358851
2728,111.103254,13.1406771
2729,111.115471,13.1302316
2730,111.114411,13.1347900
2731,111.101372,13.1390931
2732,111.110824,13.1365201
2733,111.115225,13.1333876
2734,111.102516,13.1415391
2735,111.104738,13.1360051
2736,111.121388,13.0579111
2737,111.119504,13.0258908
2738,111.124404,13.0624891
2739,111.116814,13.0496676
2740,111.123903,13.0661224
2741,111.103892,13.0482554
2742,111.141699,13.0746474
2743,111.080760,13.0492189
2744,111.095922,13.0580939
2745,111.120341,13.0577373
2746,111.124027,13.0624101
2747,111.128888,13.0464511
2748,111.103908,13.0510618
2749,111.133479,13.0824214
2750,111.123823,13.0587521
2751,111.131480,13.0561731
2752,111.119333,13.0473366
2753,111.140815,13.0649454
2754,111.128002,13.0579441
2755,111.113372,13.0440273
2756,111.132924,13.0443571
2757,111.117090,13.0678619
2758,111.096941,13.0508249
2759,111.127146,13.0741674
2760,111.123901,13.0581951
2761,111.101318,13.0657390
2762,111.130635,13.0698304
2763,111.088348,13.0615244
2764,111.079460,13.0573979
2765,111.126544,13.0638984
2766,111.092331,13.0540969
2767,111.098415,13.0331981
2768,111.079859,13.0352095
2769,111.121670,13.0466261
2770,111.086515,13.0573134
2771,111.109502,13.0680550
2772,111.094419,13.0540189
2773,111.242990,13.1978351
2774,111.243165,13.1942771
2775,111.247139,13.1926532
2776,111.240537,13.1978504
2777,111.239285,13.1972784
2778,111.243377,13.1949351
2779,111.240158,13.1957504
2780,111.240294,13.1945954
2781,111.038088,13.1517273
2782,111.043966,13.1476997
2783,111.056987,13.1492019
2784,111.030706,13.1573216
2785,111.047784,13.1450827
2786,111.102300,13.1395771
2787,111.084861,13.1403516
2788,111.087484,13.1385186
2789,111.089802,13.1424746
2790,111.096644,13.1333987
2791,111.090006,13.1388296
2792,111.086903,13.1391196
2793,111.097911,13.1436554
2794,111.018433,13.1193953
2795,111.046131,13.1072610
2796,111.034702,13.1278097
2797,111.022112,13.1025391
2798,111.068881,13.1055900
2799,111.018091,13.1191803
2800,111.043842,13.1129850
2801,111.027212,13.1065368
2802,111.044795,13.1006274
2803,111.043554,13.1100130
2804,111.046383,13.1042810
2805,111.024293,13.1217649
2806,111.043188,13.1066640
2807,111.030476,13.1087908
2808,111.052209,13.1137183
2809,111.044598,13.1007164
2810,111.032292,13.1263617
2811,111.024462,13.0912416
2812,111.026480,13.1163139
2813,111.064460,13.0357110
2814,111.058204,13.0485976
2815,111.060989,13.0383372
2816,111.060338,13.0439476
2817,111.060642,13.0352472
2818,111.062217,13.0307706
2819,111.018230,13.1548540
2820,111.018705,13.1564980
2821,111.023465,13.1588066
2822,111.019778,13.1633140
2823,111.009485,13.1628732
2824,110.986480,13.1627524
2825,111.084622,13.1671601
2826,111.081775,13.1494989
2827,111.087550,13.1500809
2828,111.092260,13.1447374
2829,111.092339,13.1439924
2830,111.096907,13.1508004
2831,111.085945,13.1480349
2832,111.093003,13.1478724
2833,111.005010,13.2146555
2834,110.987548,13.2029931
2835,110.984504,13.1914679
2836,110.983990,13.1911433
2837,110.986559,13.2124593
2838,111.017443,13.2111629
2839,110.988606,13.2091613
2840,110.984766,13.2012601
2841,110.986245,13.1927133
2842,110.984293,13.1999361
2843,110.995438,13.1967119
2844,110.987946,13.2052523
2845,110.983274,13.2028601
2846,110.996053,13.1977859
2847,110.992806,13.1992909
2848,111.042956,13.1657999
2849,111.048472,13.1650099
2850,111.043860,13.1818631
2851,111.041341,13.1703439
2852,111.048572,13.1753006
2853,111.053595,13.1697521
2854,111.045082,13.1622878
2855,111.038805,13.1776112
2856,111.042936,13.1788846
2857,111.052713,13.1655925
2858,111.044556,13.1854596
2859,111.035686,13.1799382
2860,111.046622,13.1648069
2861,111.057750,13.1730291
2862,111.057003,13.1743228
2863,111.039870,13.1804382
2864,111.045400,13.1728639
2865,111.149047,13.1652874
2866,111.156179,13.1763030
2867,111.172326,13.1707005
2868,111.158450,13.1782380
2869,111.156296,13.1686463
2870,111.059736,13.1393127
2871,111.068369,13.1305622
2872,111.052051,13.1325494
2873,111.055811,13.1328544
2874,111.043899,13.1234911
2875,111.063099,13.1253492
2876,111.055057,13.1416227
2877,111.046745,13.1437635
2878,111.045880,13.1451677
2879,111.030003,13.1439173
2880,111.033773,13.1410001
2881,111.055042,13.1427847
2882,111.053329,13.1419247
2883,111.055280,13.1423977
2884,111.029945,13.1461125
2885,111.040278,13.1419451
2886,111.030744,13.1395793
2887,111.041510,13.1458777
2888,111.121258,13.0856667
2889,111.103345,13.0780010
2890,111.114647,13.0821469
2891,111.122258,13.0852017
2892,111.118869,13.0810329
2893,111.118481,13.0825689
2894,111.103284,13.0801470
2895,111.083358,13.0944584
2896,111.095364,13.0671791
2897,111.119062,13.0855892
2898,111.085973,13.0845319
2899,111.088681,13.0242515
2900,111.117173,13.0787819
2901,111.087838,13.0710596
2902,111.109836,13.0776550
2903,111.115839,13.0847862
2904,111.109181,13.0724490
2905,111.081636,13.0866869
2906,111.105635,13.0809320
2907,111.070898,13.1290902
2908,111.070408,13.1259472
2909,111.070676,13.1335235
2910,111.073036,13.1346231
2911,111.071144,13.1352175
2912,111.073007,13.1369931
2913,111.074051,13.1318207
2914,111.072838,13.0604339
2915,111.074389,13.0702811
2916,111.059719,13.0781628
2917,111.085328,13.0664536
2918,111.066436,13.0586124
2919,111.067363,13.0670226
2920,111.072198,13.0630479
2921,111.067485,13.0605894
2922,111.054449,13.0626186
2923,111.054182,13.0635216
2924,111.058393,13.0648733
2925,111.059887,13.0653038
2926,111.059202,13.0551856
2927,111.068894,13.0854528
2928,111.059083,13.0643058
2929,111.046390,13.0671915
2930,111.072255,13.0656201
2931,111.082804,13.0657786
2932,111.055322,13.0660483
2933,111.027761,13.0544440
2934,111.062372,13.1959934
2935,111.059767,13.1957126
2936,111.064484,13.1902726
2937,111.069915,13.2017434
2938,111.059037,13.1932098
2939,111.062099,13.1943884
2940,111.069849,13.2011208
2941,111.065890,13.1974604
2942,111.059443,13.1996766
2943,111.066144,13.0390720
2944,111.066171,13.0460024
2945,111.194525,13.0399602
2946,111.175431,13.0310233
2947,111.179341,13.0272533
2948,111.180867,13.0297303
2949,111.192240,13.0443036
2950,111.182729,13.0425436
2951,111.194980,13.0321498
2952,111.186219,13.0467960
2953,111.174242,13.0413661
2954,111.192294,13.0417702
2955,111.184687,13.0274052
2956,111.183713,13.0218156
2957,111.177738,13.0347696
2958,111.195462,13.0416592
2959,111.185932,13.0310282
2960,111.195426,13.0415502
2961,111.185624,13.0377966
2962,111.182762,13.0357316
2963,111.197667,13.0470676
2964,111.185324,13.0323222
2965,111.186032,13.0429366
2966,111.191511,13.0366562
2967,111.191376,13.0365242
2968,111.065456,13.1852966
2969,111.055274,13.1826778
2970,111.087167,13.1203252
2971,111.079825,13.1037035
2972,111.099091,13.1149934
2973,111.065499,13.1218421
2974,111.056985,13.2359227
2975,111.088609,13.2241367
2976,111.088667,13.2257077
2977,111.052160,13.2329606
2978,111.056390,13.2403827
2979,111.067042,13.2110055
2980,111.083879,13.2254357
2981,111.027074,13.2484030
2982,111.100490,13.2150828
2983,111.064048,13.2327024
2984,111.091439,13.2237383
2985,111.076408,13.2440182
2986,111.065361,13.2157739
2987,111.091119,13.2219912
2988,111.081915,13.2281967
2989,111.027637,13.2503975
2990,111.058993,13.2455407
2991,111.084316,13.2229292
2992,111.086328,13.2258267
2993,111.051106,13.2305925
2994,111.051132,13.2342555
2995,111.053156,13.2264536
2996,111.051073,13.2471995
2997,111.115030,13.2384183
2998,111.075261,13.1490653
2999,111.082780,13.1419996
3000,111.079478,13.1460143
3001,111.073877,13.1494833
3002,110.959925,13.2574852
3003,110.953905,13.2449169
3004,110.961345,13.2507469
3005,110.955187,13.2610152
3006,110.979448,13.2937482
3007,110.984229,13.2466924
3008,110.967789,13.2648995
3009,110.969854,13.2600478
3010,110.992563,13.0415000
3011,111.014992,13.1634020
3012,111.013201,13.2035368
3013,111.069602,13.1265322
3014,111.028288,13.2432665
3015,111.027346,13.2454475
3016,111.039287,13.1178681
3017,111.048540,13.1895546
3018,111.048007,13.1971034
3019,111.044373,13.1999634
3020,111.042426,13.1983128
3021,111.046337,13.1880306
3022,111.042795,13.2006404
3023,111.042262,13.1881886
3024,111.058854,13.1940056
3025,111.044463,13.1901276
3026,111.045904,13.1945364
3027,111.044065,13.1944804
3028,111.046495,13.1980774
3029,111.036926,13.1887082
3030,111.039181,13.1939622
3031,111.029630,13.1917784
3032,111.021174,13.1957048
3033,111.029541,13.2032223
3034,111.019534,13.1914369
3035,111.029565,13.1974869
3036,111.023778,13.1882234
3037,111.018802,13.1902319
3038,111.025659,13.1869384
3039,111.104942,13.1994572
3040,111.092495,13.2079013
3041,111.109582,13.2057113
3042,111.109628,13.2173278
3043,111.082500,13.2091537
3044,111.077031,13.2071101
3045,111.094805,13.2035483
3046,111.240389,13.1619896
3047,111.243358,13.1704545
3048,111.247149,13.1823542
3049,111.230277,13.1684297
3050,111.246019,13.1790592
3051,111.225462,13.1664447
3052,111.248607,13.1788742
3053,111.236874,13.1641978
3054,111.248715,13.1853662
3055,111.225573,13.1662837
3056,111.236722,13.1769465
3057,111.233560,13.1728368
3058,111.242152,13.1712055
3059,111.213523,13.2204047
3060,110.991807,13.1569711
3061,110.999003,13.1382678
3062,110.995811,13.1470250
3063,110.992702,13.1380558
3064,111.009497,13.1442461
3065,111.016808,13.1433257
3066,110.997516,13.1505760
3067,110.998956,13.1503770
3068,110.999839,13.1359778
3069,110.978574,13.1497692
3070,110.997315,13.1440390
3071,111.001598,13.1505101
3072,111.006286,13.1471671
3073,111.019122,13.1451180
3074,110.987503,13.1371941
3075,110.997170,13.1445060
3076,111.127002,13.1993366
3077,111.130192,13.2113707
3078,111.125952,13.2246726
3079,111.127948,13.2061247
3080,111.140297,13.2118736
3081,111.123942,13.1869437
3082,111.128106,13.2034326
3083,111.127597,13.2030416
3084,111.140250,13.2130536
3085,111.118110,13.2322692
3086,111.134893,13.1952160
3087,111.142582,13.1639778
3088,111.136140,13.1649399
3089,111.144454,13.1518796
3090,111.106219,13.1542894
3091,111.120546,13.1560593
3092,111.128874,13.1590818
3093,111.139291,13.1628657
3094,111.138578,13.1632357
3095,111.134893,13.1654979
3096,111.109596,13.1503244
3097,111.082650,13.1197392
3098,111.072909,13.1222517
3099,111.081482,13.1243883
3100,111.069722,13.1223821
3101,111.079859,13.1228117
3102,111.079064,13.1242727
3103,111.077784,13.1152427
3104,111.068532,13.1147901
3105,111.078655,13.1144307
3106,111.070742,13.1243552
3107,111.070371,13.1158731
3108,111.077487,13.1074685
3109,111.078027,13.1161037
3110,111.076551,13.1221937
3111,111.138412,13.1633427
3112,111.183760,13.1775212
3113,111.162829,13.1733005
3114,111.120663,13.1561703
3115,111.229678,13.1889925
3116,111.206557,13.1937380
3117,111.192495,13.1736469
3118,111.184520,13.1932912
3119,111.210873,13.1825952
3120,111.183721,13.1922732
3121,111.197367,13.1831539
3122,111.205227,13.1748592
3123,111.225074,13.1755785
3124,111.187013,13.1927822
3125,111.186462,13.1836952
3126,111.197217,13.1921009
3127,111.218096,13.1755833
3128,111.188044,13.1868992
3129,111.184512,13.1906692
3130,111.184780,13.1868152
3131,111.114741,13.1120364
3132,111.109037,13.1041665
3133,111.104108,13.1114805
3134,111.106248,13.1213957
3135,111.103932,13.1214827
3136,111.108521,13.1165567
3137,111.106267,13.1161797
3138,111.078460,13.1402891
3139,111.090300,13.1432372
3140,111.080511,13.1357811
3141,111.071086,13.1394405
3142,111.091345,13.1308604
3143,111.066458,13.1334201
3144,111.074130,13.1335241
3145,111.083701,13.1412650
3146,111.090063,13.1252795
3147,111.082564,13.1284801
3148,111.090451,13.1405406
3149,111.069578,13.1394295
3150,111.079474,13.1349765
3151,111.083455,13.1295433
3152,111.096421,13.1267118
3153,111.067591,13.1313102
3154,111.081249,13.1336761
3155,111.062755,13.1429425
3156,111.032166,13.1378961
3157,111.041186,13.1526553
3158,111.029952,13.2326154
3159,111.004890,13.2080560
3160,111.011373,13.2066309
3161,111.019094,13.1930529
3162,110.984337,13.2048213
3163,111.074530,13.1926643
3164,111.028051,13.1854904
3165,111.001227,13.2113677
3166,111.026598,13.1933164
3167,111.023962,13.1799174
3168,110.993765,13.2001029
3169,110.984373,13.2349807
3170,111.134818,13.0770942
3171,111.119973,13.0624276
3172,111.044179,13.0714205
3173,111.061609,13.0827776
3174,111.052215,13.0624026
3175,111.061896,13.0467197
3176,111.058226,13.0384284
3177,110.997061,13.0400935
3178,110.989666,13.1315707
3179,110.961998,13.1165344
3180,111.070191,13.1596408
3181,111.077960,13.1510353
3182,111.087252,13.1594599
3183,111.084529,13.1481489
3184,111.086795,13.1492129
3185,111.074802,13.1568873
3186,111.076774,13.1509573
3187,111.089738,13.1548499
3188,111.093646,13.1495434
3189,111.076701,13.1517923
3190,111.076598,13.1473183
3191,111.084083,13.1552279
3192,111.077562,13.1231807
3193,111.080766,13.1085915
3194,111.088693,13.1043861
3195,111.086953,13.1220012
3196,111.095125,13.0707871
3197,111.107893,13.0723087
3198,111.095580,13.1185447
3199,111.072763,13.1220657
3200,111.071379,13.1177551
3201,111.121855,13.0770427
3202,111.088400,13.1088229
3203,111.079667,13.0979759
3204,111.061775,13.1143921
3205,111.081518,13.0880779
3206,111.079125,13.1210677
3207,111.078630,13.1042165
3208,111.082068,13.1201068
3209,111.069691,13.1159791
3210,111.085204,13.0883819
3211,111.072889,13.1194987
3212,111.015741,13.1647802
3213,111.023733,13.1680727
3214,111.012419,13.1532127
3215,111.011570,13.1867389
3216,111.026120,13.1591136
3217,111.035559,13.1607273
3218,111.020206,13.1640050
3219,111.001341,13.1655532
3220,111.015379,13.1661864
3221,111.014774,13.1577210
3222,111.062319,13.1619058
3223,111.085066,13.1672012
3224,111.049705,13.1894466
3225,111.079977,13.1684305
3226,111.054366,13.1919776
3227,111.066304,13.1625788
3228,111.060728,13.1733848
3229,111.073721,13.1711551
3230,111.070142,13.1655289
3231,111.043202,13.1763176
3232,111.056563,13.1665711
3233,111.059842,13.1779498
3234,111.049167,13.1644199
3235,111.060339,13.1756126
3236,111.041443,13.1654619
3237,111.066916,13.1643287
3238,111.067578,13.1779316
3239,111.050970,13.1623183
3240,111.067483,13.1320692
3241,111.066843,13.1218731
3242,111.224407,13.2896774
3243,111.215324,13.2825020
3244,111.209550,13.2921520
3245,111.219553,13.2820450
3246,111.224563,13.2962052
3247,111.208774,13.2986368
3248,111.223782,13.2845024
3249,111.078787,13.1287377
3250,111.077634,13.1341251
3251,111.078107,13.1352251
3252,111.078842,13.1281727
3253,111.082165,13.1256153
3254,111.085169,13.1256513
3255,111.075244,13.1275767
3256,111.084186,13.1321833
3257,111.084387,13.1326548
3258,111.083935,13.1273473
3259,111.002505,13.1764751
3260,110.999914,13.1914470
3261,110.999351,13.1721052
3262,111.002655,13.1930011
3263,111.018248,13.1805389
3264,110.999659,13.1681382
3265,111.012404,13.1796749
3266,111.000575,13.1654622
3267,110.985595,13.1890803
3268,111.001228,13.1714582
3269,110.995156,13.1903320
3270,111.000798,13.1769560
3271,111.010452,13.1825437
3272,110.979840,13.0461801
3273,111.021820,13.0717653
3274,111.006310,13.0513105
3275,110.977218,13.0489511
3276,110.990624,13.0424643
3277,111.030041,13.0658003
3278,110.983407,13.0458527
3279,111.013718,13.0542374
3280,110.962945,13.0664807
3281,111.164686,13.1958210
3282,111.151203,13.2021998
3283,111.177334,13.1869622
3284,111.165498,13.1856612
3285,111.154334,13.1964048
3286,111.153782,13.1841320
3287,111.155934,13.1981278
3288,111.131072,13.1828596
3289,111.164528,13.1900972
3290,111.149969,13.1821466
3291,111.125213,13.1731920
3292,111.162061,13.1926982
3293,111.069605,13.1559748
3294,111.071916,13.1711945
3295,111.074033,13.1703485
3296,111.078176,13.1547303
3297,111.060989,13.1713851
3298,111.066409,13.1695819
3299,111.071136,13.1703689
3300,111.074088,13.1733285
3301,111.071348,13.1694515
3302,111.032937,13.1646495
3303,111.040054,13.1654685
3304,111.027811,13.1602506
3305,111.027154,13.1602116
3306,111.035139,13.1680885
3307,110.964832,13.0987486
3308,110.962363,13.1021826
3309,110.973717,13.1224920
3310,110.972147,13.1202660
3311,110.953892,13.0995716
3312,110.955377,13.1168244
3313,110.990333,13.1297367
3314,110.964287,13.0990846
3315,110.984257,13.1367861
3316,110.951813,13.1029266
3317,111.123010,13.1316901
3318,111.120367,13.1211515
3319,111.117146,13.1271756
3320,111.127896,13.1280771
3321,111.125887,13.1347445
3322,111.110021,13.1180647
3323,111.041794,13.1610018
3324,111.059081,13.1520749
3325,111.053811,13.1529009
3326,111.052387,13.1537964
3327,111.050710,13.1596408
3328,111.047440,13.1584988
3329,111.058139,13.1604860
3330,111.059126,13.1612330
3331,111.043272,13.1561488
3332,111.053547,13.1548284
3333,111.049935,13.1519507
3334,111.059319,13.1523699
3335,111.044930,13.1593038
3336,111.060301,13.1476119
3337,111.065468,13.1462677
3338,111.065179,13.1447807
3339,111.070087,13.1533497
3340,111.066810,13.1454627
3341,111.070000,13.1418095
3342,111.064102,13.1470817
3343,111.104166,13.1646406
3344,111.097125,13.1672677
3345,111.077381,13.1802782
3346,111.071704,13.1862762
3347,111.075737,13.1857557
3348,111.108703,13.1395677
3349,111.106978,13.1365741
3350,111.107240,13.1394391
3351,111.103245,13.1386681
3352,111.112879,13.1312576
3353,111.102126,13.1340831
3354,111.109243,13.1405511
3355,111.111220,13.1281256
3356,111.118315,13.1396700
3357,111.118267,13.1397490
3358,111.115760,13.1303866
3359,111.107357,13.1347241
3360,111.105127,13.1335241
3361,111.100603,13.1340202
3362,111.105909,13.1309017
3363,111.110156,13.1323307
3364,111.115596,13.1334176
3365,111.106977,13.1376961
3366,111.104411,13.1358051
3367,111.111959,13.1336230
3368,111.128138,13.0771024
3369,111.113174,13.0496666
3370,111.135662,13.0696524
3371,111.093318,13.0629149
3372,111.135424,13.0590101
3373,111.117467,13.0496266
3374,111.129231,13.0730274
3375,111.112673,13.0687125
3376,111.081935,13.0569774
3377,111.128210,13.0718134
3378,111.133668,13.0665134
3379,111.075747,13.0454169
3380,111.125327,13.0670224
3381,111.129315,13.0620441
3382,111.099070,13.0548319
